date,area_name,road/intersection_name,traffic_volume,average_speed,travel_time_index,congestion_level,road_capacity_utilization,incident_reports,environmental_impact,public_transport_usage,traffic_signal_compliance,parking_usage,pedestrian_and_cyclist_count,weather_conditions,roadwork_and_construction_activity,pm2.5,pm10,no2,nh3,so2,co,aqi_pm2.5,aqi_pm10,aqi_no2,aqi_so2,aqi_co,overall_aqi
25-04-2022,Yeshwanthpur,Yeshwanthpur Circle,6567,30.48126383,1.048566306,13.97555516,36.79937436,0,63.134,75.41189807,73.83304655,83.85724687,187,Clear,Yes,60.69,133.5,40.07,25.62,5.59,0.6,500,122.5939597,500,6.9875,30,500
26-04-2022,Indiranagar,100 Feet Road,43058,23.07921735,1.5,100,100,2,136.116,59.57371566,73.21310757,59.01168259,100,Clear,No,44.74,98.46,22.01,24.57,5.34,0.58,74.21586207,98.46,27.5125,6.675,29,98.46
26-04-2022,Indiranagar,CMH Road,33428,30.54996517,1.5,100,100,4,116.856,18.24027394,96.64443375,81.50261011,98,Clear,Yes,46.52,102.31,23.74,20.51,5.45,0.54,77.22344828,101.8704027,29.675,6.8125,27,101.8704027
26-04-2022,Whitefield,Marathahalli Bridge,18077,38.30857249,1.18706325,58.84010722,91.82978026,1,86.154,16.94821045,94.11224444,75.31983523,108,Overcast,No,46.37,102.05,13.15,26.06,5.54,0.82,76.97,101.697651,16.4375,6.925,41,101.697651
26-04-2022,Koramangala,Sony World Junction,62658,42.7477339,1.5,100,100,1,175.316,50.39943844,70.59923092,83.06741032,103,Rain,No,58.24,128.14,17.11,25.17,5.53,0.8,97.0262069,119.0326174,21.3875,6.9125,40,119.0326174
26-04-2022,Koramangala,Sarjapur Road,43428,20,1.5,100,100,0,136.856,78.70862165,84.99199688,75.03527952,97,Clear,No,54.6,98.67,20.27,24.35,5.34,0.68,90.87586207,98.67,25.3375,6.675,34,98.67
26-04-2022,Electronic City,Silk Board Junction,14381,46.96637742,1.061131271,38.59135348,69.37311745,2,78.762,75.04742407,77.81116467,99.16403013,191,Rain,No,30.51,54.95,23.58,20.49,5.25,0.57,500,54.95,29.475,6.5625,28.5,500
26-04-2022,M.G. Road,Trinity Circle,23081,52.67439127,1.020388828,85.17938471,100,4,96.162,23.24647177,71.57878755,94.50781813,101,Clear,No,6.83,12.41,30.15,16.75,5.45,0.43,11.38333333,12.41,37.6875,6.8125,21.5,37.6875
26-04-2022,Jayanagar,Jayanagar 4th Block,17351,42.35526216,1.093303057,60.68320451,86.30867734,0,84.702,18.56553801,92.08465789,89.20473503,81,Fog,No,13.6,24.55,27.76,18.08,5.28,0.58,22.66666667,24.55,34.7,6.6,29,34.7
26-04-2022,Jayanagar,South End Circle,25596,23.53449836,1.5,85.76486503,100,3,101.192,73.23247737,99.94777012,95.96492192,109,Clear,No,15.01,27.05,31.52,16.13,5.4,0.41,25.01666667,27.05,39.4,6.75,20.5,39.4
27-04-2022,Indiranagar,100 Feet Road,37423,20,1.5,100,100,2,124.846,40.02503413,90.48803092,97.65912985,122,Fog,No,21.41,38.51,29.3,17.42,5.36,0.47,35.68333333,38.51,36.625,6.7,23.5,38.51
27-04-2022,Indiranagar,CMH Road,39916,20.28020723,1.5,100,100,4,129.832,45.21479244,79.78673129,58.74732569,107,Clear,No,37.76,67.98,20.74,22.46,5.48,0.71,62.42206897,67.98,25.925,6.85,35.5,67.98
27-04-2022,Koramangala,Sony World Junction,45623,39.8561258,1.5,100,100,4,141.246,76.72934735,84.50644989,90.04433852,97,Clear,No,43.78,78.82,20.78,23.05,5.44,0.72,72.5937931,78.82,25.975,6.8,36,78.82
27-04-2022,Koramangala,Sarjapur Road,58987,25.2097787,1.5,100,100,1,167.974,71.74353619,61.2896148,87.58529801,105,Clear,No,45.81,82.42,24.41,20.49,5.56,0.63,76.0237931,82.42,30.5125,6.95,31.5,82.42
27-04-2022,Electronic City,Hosur Road,9882,23.18824762,1.368546961,34.14008728,44.86110996,0,69.764,39.15432887,98.61963754,79.95985455,206,Fog,No,39.42,70.96,33.3,16.39,5.38,0.36,65.22689655,70.96,41.625,6.725,18,70.96
27-04-2022,Electronic City,Silk Board Junction,27649,43.75604931,1.5,100,100,2,105.298,44.84091635,83.22268094,66.46378646,111,Fog,No,39.88,71.77,43.92,16.58,5.42,0.48,66.00413793,71.77,54.66871795,6.775,24,71.77
27-04-2022,M.G. Road,Trinity Circle,33369,40.15855328,1.5,100,100,3,116.738,33.62841692,75.2615537,98.64674063,99,Clear,Yes,44.65,80.44,31.79,16.74,5.39,0.37,74.0637931,80.44,39.7375,6.7375,18.5,80.44
27-04-2022,M.G. Road,Anil Kumble Circle,52115,31.950187,1.5,100,100,0,154.23,70.16700348,83.64282839,95.10532329,100,Clear,No,39.47,70.93,16.35,20.81,5.26,0.41,65.31137931,70.93,20.4375,6.575,20.5,70.93
27-04-2022,Yeshwanthpur,Yeshwanthpur Circle,22102,31.75138696,1.270973874,83.61803477,100,0,94.204,15.39186875,75.93445145,91.07941807,112,Overcast,No,44.81,80.73,18.63,18.91,5.36,0.56,74.33413793,80.73,23.2875,6.7,28,80.73
27-04-2022,Yeshwanthpur,Tumkur Road,7454,51.94816143,1.279446122,21.64019344,36.06905189,1,64.908,64.16122159,72.38533295,51.95273092,210,Fog,No,56.88,102.45,9.54,19.27,5.4,0.58,94.72827586,101.9634228,11.925,6.75,29,101.9634228
28-04-2022,Indiranagar,100 Feet Road,31032,41.28871254,1.5,100,100,0,112.064,73.11509244,81.82574473,93.43136327,114,Clear,No,67.72,121.83,8.28,19.43,5.34,0.6,123.9406897,114.8400671,10.35,6.675,30,123.9406897
28-04-2022,Indiranagar,CMH Road,46471,37.94843563,1.5,100,100,3,142.942,36.02945119,88.96305687,74.99917658,102,Fog,No,70.81,127.5,12.06,20.57,5.3,0.9,134.4893103,118.6073826,15.075,6.625,45,134.4893103
28-04-2022,Whitefield,Marathahalli Bridge,11712,46.02382198,1.227345104,30.10931448,58.65750412,0,73.424,47.42667284,76.9013342,64.21129253,222,Rain,No,47.03,84.5,13.19,16.99,5.49,0.65,78.08517241,84.5,16.4875,6.8625,32.5,84.5
28-04-2022,Koramangala,Sarjapur Road,44329,34.80484561,1.5,100,100,2,138.658,32.92334707,77.7625895,72.7592689,109,Clear,No,48.33,87.11,13.03,26.06,5.48,1,80.28172414,87.11,16.2875,6.85,50,87.11
28-04-2022,M.G. Road,Trinity Circle,24592,37.57720314,1.17229679,90.53623775,100,1,99.184,36.88105208,84.93035903,72.00165765,97,Clear,Yes,56.1,101.03,30,26.64,5.37,0.73,93.41034483,101.0199329,37.5,6.7125,36.5,101.0199329
28-04-2022,M.G. Road,Anil Kumble Circle,25467,28.36110494,1.5,90.34867081,100,3,100.934,37.94674188,76.03573273,70.26758068,85,Clear,No,50.84,91.5,31.46,24.43,5.57,0.62,84.52275862,91.5,39.325,6.9625,31,91.5
28-04-2022,Jayanagar,Jayanagar 4th Block,9720,40.92339421,1.135776882,24.87383664,50.05693868,1,69.44,29.56997038,98.87388217,58.93881438,200,Overcast,No,50.76,91.31,34.15,21.48,5.51,0.71,84.38758621,91.31,42.6875,6.8875,35.5,91.31
28-04-2022,Hebbal,Hebbal Flyover,31286,32.17192735,1.5,100,100,1,112.572,40.44551303,85.25996427,69.27015593,96,Overcast,No,46.44,83.58,37.47,19.1,5.23,0.54,77.08827586,83.58,46.8375,6.5375,27,83.58
29-04-2022,Indiranagar,100 Feet Road,54821,43.44905923,1.5,100,100,0,159.642,25.41728583,86.62136001,94.75728684,105,Clear,No,43.29,77.89,37.84,18.74,5.36,0.61,71.76586207,77.89,47.3,6.7,30.5,77.89
29-04-2022,Indiranagar,CMH Road,37256,32.94642776,1.5,100,100,1,124.512,71.22056615,62.0042812,75.61576556,99,Clear,No,30.83,55.38,46.63,11.89,5.36,0.34,500,55.38,58.07358974,6.7,17,500
29-04-2022,Koramangala,Sony World Junction,27328,53.47660003,1.5,98.80531523,100,1,104.656,71.58566452,77.78669883,96.57888265,100,Clear,No,35.31,63.58,45.52,11.9,5.55,0.48,58.28241379,63.58,56.67897436,6.9375,24,63.58
29-04-2022,Koramangala,Sarjapur Road,28891,24.86266846,1.5,100,100,1,107.782,51.37691595,79.27564925,98.89789735,112,Fog,No,46.12,82.95,47.08,10.85,5.58,0.45,76.54758621,82.95,58.63897436,6.975,22.5,82.95
29-04-2022,Electronic City,Silk Board Junction,13485,35.69688429,1.196036276,49.97140958,67.57795438,0,76.97,61.47573548,93.32917056,95.1765613,203,Fog,No,46.91,84.55,48.29,9.93,5.31,0.39,77.88241379,84.55,60.15923077,6.6375,19.5,84.55
29-04-2022,M.G. Road,Trinity Circle,12707,25.10965804,1.399159141,40.97653351,65.79742589,1,75.414,14.0955006,81.84027006,85.01527962,221,Rain,No,47.39,85.33,37.51,10.1,5.35,0.47,78.69344828,85.33,46.8875,6.6875,23.5,85.33
29-04-2022,M.G. Road,Anil Kumble Circle,12955,43.34421027,1.29832042,36.63844121,65.83352968,0,75.91,65.78948368,91.93584596,88.77072575,201,Overcast,No,44.2,79.61,29.78,9.78,5.37,0.41,73.30344828,79.61,37.225,6.7125,20.5,79.61
29-04-2022,Jayanagar,Jayanagar 4th Block,20396,56.21076368,1.261003997,66.298696,97.98171007,1,90.792,38.48805364,83.55299573,59.63952179,87,Clear,No,41.36,74.48,30.37,9.27,5.29,0.49,68.50482759,74.48,37.9625,6.6125,24.5,74.48
29-04-2022,Hebbal,Ballari Road,30896,46.86215734,1.5,95.90997374,100,2,111.792,47.44151708,87.3868651,72.43703754,99,Clear,Yes,29.84,53.59,28.95,8.77,5.39,0.35,49.73333333,53.59,36.1875,6.7375,17.5,53.59
29-04-2022,Yeshwanthpur,Yeshwanthpur Circle,19755,67.74988414,1.049953325,59.25995044,100,1,89.51,56.49525806,83.90728512,60.14629429,98,Clear,Yes,35.02,62.97,12.49,8.33,5.44,0.39,57.79241379,62.97,15.6125,6.8,19.5,62.97
30-04-2022,Indiranagar,100 Feet Road,25391,36.91442047,1.5,76.55688691,100,3,100.782,14.45643333,62.63350969,52.13723033,97,Clear,No,54.7,98.36,11.84,8.87,5.47,0.43,91.04482759,98.36,14.8,6.8375,21.5,98.36
30-04-2022,Indiranagar,CMH Road,27268,43.89002116,1.5,90.22560579,100,3,104.536,42.49868317,63.04873574,77.65816398,95,Clear,Yes,48.38,87.08,11.46,9.15,5.31,0.43,80.3662069,87.08,14.325,6.6375,21.5,87.08
30-04-2022,Whitefield,Marathahalli Bridge,12485,48.11039065,1.197430975,40.34929308,60.11551055,1,74.97,13.71509475,90.70701732,83.29650156,200,Clear,No,43.91,78.99,9.36,10.41,5.53,0.51,72.81344828,78.99,11.7,6.9125,25.5,78.99
30-04-2022,Whitefield,ITPL Main Road,29774,37.86015808,1.5,100,100,2,109.548,41.73474765,95.58385853,84.81806335,115,Windy,No,46.99,84.58,10.3,9.82,5.36,0.46,78.01758621,84.58,12.875,6.7,23,84.58
30-04-2022,Koramangala,Sarjapur Road,15281,45.46085014,1.167042099,45.17753391,76.62041449,1,80.562,60.03385509,99.00458028,94.84815609,94,Clear,No,41.63,75.01,9.86,10.84,5.31,0.57,68.96103448,75.01,12.325,6.6375,28.5,75.01
30-04-2022,Electronic City,Hosur Road,20626,41.89603515,1.370776249,59.24195952,100,1,91.252,37.26693259,80.7407253,66.2312362,104,Rain,No,36.15,64.94,9.26,11.04,5.34,0.57,59.70172414,64.94,11.575,6.675,28.5,64.94
30-04-2022,Electronic City,Silk Board Junction,12915,63.10534841,1.028914493,50.91685906,65.68930807,0,75.83,45.76514036,79.89017264,53.02009344,204,Fog,No,54.05,97.39,8.47,11.56,5.36,0.65,89.94655172,97.39,10.5875,6.7,32.5,97.39
30-04-2022,M.G. Road,Anil Kumble Circle,51898,27.14588007,1.5,100,100,2,153.796,52.58580135,79.65912938,59.80146009,94,Clear,No,48.97,88.23,10.43,10.22,5.59,0.59,81.36310345,88.23,13.0375,6.9875,29.5,88.23
30-04-2022,Jayanagar,South End Circle,25959,34.61348231,1.5,95.29843704,100,2,101.918,32.73550096,97.28183345,83.92649227,111,Clear,No,44.56,80.16,9.97,10.51,5.31,0.71,73.91172414,80.16,12.4625,6.6375,35.5,80.16
30-04-2022,Hebbal,Hebbal Flyover,15140,47.35787064,1.063830893,58.23769432,80.60723911,0,80.28,64.22737379,94.36153478,85.0491003,76,Clear,Yes,47.33,85.33,11.57,10.1,5.35,0.46,78.59206897,85.33,14.4625,6.6875,23,85.33
30-04-2022,Hebbal,Ballari Road,16492,47.31071074,1.318414862,45.13438577,85.88527051,2,82.984,75.34936181,68.36285141,99.72827841,109,Clear,No,45.66,82.24,31.03,4.53,5.94,0.52,75.77034483,82.24,38.7875,7.425,26,82.24
01-05-2022,Indiranagar,100 Feet Road,11109,25.51621493,1.104251719,30.48254541,51.9342748,0,72.218,44.54091904,62.51905761,97.32290473,212,Clear,No,46.27,83.2,24.08,3.68,5.41,0.4,76.80103448,83.2,30.1,6.7625,20,83.2
01-05-2022,Indiranagar,CMH Road,49897,50.51122589,1.5,100,100,0,149.794,58.31633334,63.93245841,55.771682,107,Rain,No,57.69,106.68,28.16,9.84,5.29,0.76,96.09689655,104.7739597,35.2,6.6125,38,104.7739597
01-05-2022,Whitefield,Marathahalli Bridge,12337,38.04897338,1.282624326,48.5281665,64.53273203,0,74.674,17.17094814,88.39069136,68.14143624,176,Clear,No,59.15,112.34,25.75,6.78,5.41,0.74,98.5637931,108.5346309,32.1875,6.7625,37,108.5346309
01-05-2022,Koramangala,Sarjapur Road,33182,40.42774674,1.5,100,100,4,116.364,62.79413061,69.55100033,86.88055809,109,Fog,No,68.39,129.05,28.68,9.23,5.23,0.67,126.227931,119.6372483,35.85,6.5375,33.5,126.227931
01-05-2022,Electronic City,Silk Board Junction,6356,45.56167256,1.329180128,19.90345945,32.14620903,0,62.712,21.41461072,79.28324633,73.17507831,201,Rain,No,49.03,93.14,28.24,8.15,5.43,0.76,81.46448276,93.14,35.3,6.7875,38,93.14
01-05-2022,M.G. Road,Trinity Circle,53732,38.13238249,1.5,100,100,1,157.464,58.26424094,96.11906894,58.18529091,83,Clear,No,61.8,117.44,29.3,8.22,5.52,0.74,103.7310345,111.9232215,36.625,6.9,37,111.9232215
01-05-2022,M.G. Road,Anil Kumble Circle,26419,48.23824613,1.5,95.44332149,100,1,102.838,27.04543825,63.60031762,72.10415086,114,Overcast,No,54.81,104.16,27.72,8.13,5.38,0.63,91.23068966,103.0995973,34.65,6.725,31.5,103.0995973
01-05-2022,Jayanagar,Jayanagar 4th Block,41555,31.44453329,1.5,100,100,2,133.11,44.48649581,96.04153991,93.85193145,77,Clear,No,60.05,114.07,26.89,7.52,5.76,0.64,500,109.684094,33.6125,7.2,32,500
01-05-2022,Hebbal,Hebbal Flyover,19539,65.97543915,1.295428415,74.35415802,93.86046688,2,89.078,12.30039081,65.43629529,65.98886445,95,Fog,No,58.84,111.76,28.75,7.21,5.68,0.75,98.04,108.1492617,35.9375,7.1,37.5,108.1492617
01-05-2022,Yeshwanthpur,Yeshwanthpur Circle,11690,33.01073929,1.269185669,39.58282523,57.30424178,0,73.38,11.54974141,68.7533871,55.3735702,213,Fog,No,59.13,112.22,27.39,6.86,5.47,0.72,98.53,108.4548993,34.2375,6.8375,36,108.4548993
01-05-2022,Yeshwanthpur,Tumkur Road,22095,49.44874917,1.35787247,64.55516628,100,1,94.19,30.24901856,62.48099501,92.90390361,94,Clear,No,53.09,100.98,24.89,6.46,5.51,0.54,88.32448276,500,31.1125,6.8875,27,500
02-05-2022,Indiranagar,100 Feet Road,30608,52.47059145,1.5,100,100,1,111.216,73.90172217,86.7581231,71.89930108,102,Fog,No,48.19,91.58,23.57,6.73,5.31,0.5,80.04517241,91.58,29.4625,6.6375,25,91.58
02-05-2022,Whitefield,ITPL Main Road,21994,89.79084251,1.282760361,78.20834719,100,3,93.988,51.80488859,97.88991507,59.64468718,116,Clear,No,30.35,57.71,19.44,6.59,5.23,0.44,500,57.71,24.3,6.5375,22,500
02-05-2022,Koramangala,Sony World Junction,28866,55.72598541,1.5,100,100,3,107.732,33.16832486,78.48338418,53.90607154,96,Windy,No,39.67,75.44,21.54,7.35,5.24,0.74,65.64931034,75.44,26.925,6.55,37,75.44
02-05-2022,Koramangala,Sarjapur Road,46737,25.67963134,1.5,100,100,2,143.474,68.23092865,72.41320029,53.15526124,82,Clear,No,46.94,89.03,23.19,7.09,5.2,0.71,77.93310345,89.03,28.9875,6.5,35.5,89.03
02-05-2022,M.G. Road,Trinity Circle,42214,48.25820717,1.5,100,100,1,134.428,71.87947851,63.11575062,52.79441341,92,Clear,No,58.66,111.42,20.72,6.68,5.49,0.57,97.73586207,107.9233557,25.9,6.8625,28.5,107.9233557
02-05-2022,M.G. Road,Anil Kumble Circle,36517,24.5607902,1.5,100,100,3,123.034,41.79874202,92.28531315,72.81498209,82,Clear,No,55.8,105.89,19.13,5.37,5.83,0.59,92.90344828,104.2490604,23.9125,7.2875,29.5,104.2490604
02-05-2022,Jayanagar,Jayanagar 4th Block,38512,37.58401716,1.5,100,100,1,127.024,25.60432032,88.3437323,52.02228641,78,Rain,No,41.85,79.45,20.26,6.27,5.34,0.55,69.33275862,79.45,25.325,6.675,27.5,79.45
02-05-2022,Jayanagar,South End Circle,32150,35.82029929,1.5,100,100,0,114.3,37.39459371,79.50064179,57.323538,113,Fog,No,50.86,96.63,21.72,5.63,5.43,0.67,84.55655172,96.63,27.15,6.7875,33.5,96.63
02-05-2022,Hebbal,Ballari Road,22015,40.32453452,1.146557067,78.47576899,100,4,94.03,67.21059831,86.06343609,71.19747536,91,Clear,No,59.85,113.75,18.59,5.07,5.96,0.57,99.74655172,109.4714765,23.2375,7.45,28.5,109.4714765
02-05-2022,Yeshwanthpur,Tumkur Road,24946,54.40456578,1.005722996,75.5165861,100,2,99.892,65.5005491,97.5094988,88.95686284,103,Clear,No,35.25,67.08,17.34,4.82,5.48,0.6,58.18103448,67.08,21.675,6.85,30,67.08
03-05-2022,Indiranagar,100 Feet Road,23214,56.07272972,1.329659762,74.0463563,100,1,96.428,76.37449433,82.94423144,75.39100073,111,Clear,No,52.74,100.12,16.81,4.33,5.57,0.65,87.73310345,500,21.0125,6.9625,32.5,500
03-05-2022,Indiranagar,CMH Road,20585,56.32287375,1.185690066,65.17825102,100,1,91.17,79.81411845,91.47516791,63.68331271,93,Overcast,Yes,50.01,101.32,12.51,3.71,5.39,0.57,83.12034483,101.2126174,15.6375,6.7375,28.5,101.2126174
03-05-2022,Whitefield,Marathahalli Bridge,27025,41.3695254,1.5,84.4662327,100,2,104.05,68.4217017,90.84029754,90.69580533,100,Clear,No,43.75,96.22,13.77,3.78,5.45,0.45,72.54310345,96.22,17.2125,6.8125,22.5,96.22
03-05-2022,Koramangala,Sony World Junction,63898,21.99066569,1.5,100,100,2,177.796,47.63414736,93.32763218,66.17736791,92,Overcast,No,56.74,124.93,17.46,3.45,5.76,0.59,94.49172414,116.8997987,21.825,7.2,29.5,116.8997987
03-05-2022,Koramangala,Sarjapur Road,42815,38.90721376,1.5,100,100,3,135.63,30.00382302,64.89643227,87.95595478,103,Clear,No,48.99,107.8,16.88,3.88,5.78,0.6,81.39689655,105.5181208,21.1,7.225,30,105.5181208
03-05-2022,M.G. Road,Anil Kumble Circle,39165,29.97609252,1.5,100,100,1,128.33,14.40845356,94.9336523,78.42860766,97,Overcast,No,48.72,107.27,15.03,3.31,5.87,0.72,80.94068966,105.1659732,18.7875,7.3375,36,105.1659732
03-05-2022,Jayanagar,Jayanagar 4th Block,19347,29.82050885,1.37198543,71.62387607,96.33880875,2,88.694,78.83905807,72.15550272,66.18621155,100,Clear,No,35.04,77.26,11.67,2.82,5.64,0.45,57.8262069,77.26,14.5875,7.05,22.5,77.26
03-05-2022,Jayanagar,South End Circle,21190,27.56668598,1.222715791,72.26714503,100,3,92.38,30.65882308,74.44550068,81.13466213,102,Clear,No,42.72,93.98,14.91,3.67,5.76,0.59,70.80275862,93.98,18.6375,7.2,29.5,93.98
03-05-2022,Hebbal,Hebbal Flyover,18010,43.33902237,1.166736264,66.81036502,91.28071033,1,86.02,76.10783865,88.37048375,71.08994096,98,Clear,No,42.15,92.63,12.05,3.02,5.82,0.44,69.83965517,92.63,15.0625,7.275,22,92.63
03-05-2022,Hebbal,Ballari Road,21454,60.07567454,1.200537152,73.99375213,100,4,92.908,66.58816099,83.80468523,77.39572218,118,Clear,Yes,46.54,102.29,13.58,3.24,5.6,0.62,77.25724138,101.8571141,16.975,7,31,101.8571141
03-05-2022,Yeshwanthpur,Yeshwanthpur Circle,6823,52.96935926,1.18742455,29.65107229,35.2074631,1,63.646,68.37358617,66.63319904,52.65747961,186,Clear,No,50.35,110.88,15.12,3.46,5.6,0.54,83.69482759,107.5645638,18.9,7,27,107.5645638
04-05-2022,Whitefield,Marathahalli Bridge,37008,34.3942306,1.5,100,100,3,124.016,15.9143073,62.74011852,79.77521076,97,Rain,No,42.1,101.35,11,2.53,5.45,0.63,69.75517241,101.2325503,13.75,6.8125,31.5,101.2325503
04-05-2022,Whitefield,ITPL Main Road,23928,37.58428741,1.170527867,84.01088531,100,1,97.856,27.57043251,67.15801761,82.86065998,103,Clear,No,43.51,108.76,12.68,2.53,5.6,0.61,72.13758621,106.1559732,15.85,7,30.5,106.1559732
04-05-2022,Koramangala,Sarjapur Road,29023,38.58920509,1.5,100,100,0,108.046,78.38030282,99.42049162,96.83597397,100,Clear,No,52.21,130.48,13.3,3.02,5.36,0.62,86.83758621,120.5873826,16.625,6.7,31,120.5873826
04-05-2022,Electronic City,Hosur Road,16367,47.07882429,1.133367201,44.91256447,84.32995505,1,82.734,77.53162917,60.90486229,79.49803232,109,Clear,No,56.96,142.36,12.19,2.59,5.67,0.71,94.86344828,128.4808054,15.2375,7.0875,35.5,128.4808054
04-05-2022,M.G. Road,Trinity Circle,39235,29.22779044,1.5,100,100,2,128.47,19.30665895,65.58840763,52.27627499,101,Rain,No,39.69,99.26,13.55,3.58,5.38,0.58,65.68310345,99.26,16.9375,6.725,29,99.26
04-05-2022,M.G. Road,Anil Kumble Circle,23182,34.52815645,1.284843573,70.50614005,100,5,96.364,60.28746812,92.96416495,61.23658221,95,Clear,No,30.83,77.17,14.92,4.41,5.53,0.56,500,77.17,18.65,6.9125,28,500
04-05-2022,Jayanagar,Jayanagar 4th Block,18097,56.41896537,1.2141796,67.5393574,90.39026737,1,86.194,22.50421992,76.17504803,74.74195339,112,Windy,No,32.53,81.39,17.33,4.29,5.25,0.75,53.58517241,81.39,21.6625,6.5625,37.5,81.39
04-05-2022,Jayanagar,South End Circle,28386,45.46879032,1.5,91.90389403,100,3,106.772,30.56227611,99.13360931,71.86815314,99,Overcast,No,33.05,82.7,18.08,3.8,5.48,0.8,54.4637931,82.7,22.6,6.85,40,82.7
04-05-2022,Hebbal,Ballari Road,10566,54.66883417,1.337803967,37.23092478,49.17369614,0,71.132,77.99064384,74.04551254,93.39139569,178,Clear,Yes,41.77,104.52,19.86,2.39,5.65,1.38,69.19758621,103.3387919,24.825,7.0625,66.24444444,103.3387919
04-05-2022,Yeshwanthpur,Yeshwanthpur Circle,15848,60.02697866,1.257992905,50.31432236,76.32267821,1,81.696,19.70210487,79.47317712,62.4357841,89,Clear,No,43.43,107.89,15,2.48,5.65,0.54,72.00241379,105.5779195,18.75,7.0625,27,105.5779195
04-05-2022,Yeshwanthpur,Tumkur Road,36833,27.86767989,1.5,100,100,2,123.666,69.35654023,66.04400637,68.35645447,87,Clear,No,32.53,78.01,13.86,2,5.77,0.67,53.58517241,78.01,17.325,7.2125,33.5,78.01
05-05-2022,Indiranagar,100 Feet Road,30798,38.36722982,1.5,100,100,3,111.596,76.31369585,93.80449652,99.12939058,106,Clear,No,32.16,77.14,12.52,1.83,5.53,0.69,52.96,77.14,15.65,6.9125,34.5,77.14
05-05-2022,Koramangala,Sony World Junction,45636,38.35696582,1.5,100,100,3,141.272,27.87781619,77.42479251,75.81579944,84,Clear,No,30.63,73.48,10.77,1.69,5.66,0.54,500,73.48,13.4625,7.075,27,500
05-05-2022,M.G. Road,Trinity Circle,53459,40.38740926,1.5,100,100,3,156.918,41.4396976,73.39501105,76.68507486,99,Clear,No,33.1,79.38,12.38,1.89,5.61,0.7,54.54827586,79.38,15.475,7.0125,35,79.38
05-05-2022,Jayanagar,Jayanagar 4th Block,27373,38.95144333,1.5,100,100,1,104.746,42.95595905,95.81446171,77.99702195,94,Clear,No,38.24,91.86,15.94,1.59,5.84,1.09,63.23310345,91.86,19.925,7.3,500,500
05-05-2022,Jayanagar,South End Circle,37157,46.41830928,1.5,100,100,2,124.314,26.48127779,97.25518877,91.07778502,104,Clear,No,48.55,116.45,14.83,2.05,5.81,0.86,80.65344828,111.2654362,18.5375,7.2625,43,111.2654362
05-05-2022,Hebbal,Ballari Road,47146,31.08950274,1.5,100,100,0,144.292,21.83502618,90.18388794,84.4446554,87,Fog,No,46.97,112.7,11.17,1.37,5.73,0.77,77.9837931,108.7738255,13.9625,7.1625,38.5,108.7738255
05-05-2022,Yeshwanthpur,Tumkur Road,16369,54.67429419,1.288373019,60.21064924,86.18398971,0,82.738,58.02117152,84.10465108,76.26030347,114,Clear,No,34.96,83.79,12.51,1.67,5.84,0.76,57.69103448,83.79,15.6375,7.3,38,83.79
06-05-2022,Indiranagar,100 Feet Road,46696,56.74837707,1.5,100,100,1,143.392,35.59903711,65.55161889,84.48443403,99,Clear,No,34.79,83.52,12.56,1.48,5.5,0.73,57.4037931,83.52,15.7,6.875,36.5,83.52
06-05-2022,Whitefield,Marathahalli Bridge,41527,37.27467268,1.5,100,100,4,133.054,79.32621661,88.05479447,60.43502081,97,Clear,No,35.61,85.44,11.89,1.68,5.62,0.7,58.78931034,85.44,14.8625,7.025,35,85.44
06-05-2022,Koramangala,Sony World Junction,57740,41.29135298,1.5,100,100,2,165.48,77.86209968,96.7469269,69.03837861,100,Overcast,No,31.67,75.95,11.24,1.92,5.51,0.57,52.13206897,75.95,14.05,6.8875,28.5,75.95
06-05-2022,Koramangala,Sarjapur Road,46602,34.17409675,1.5,100,100,5,143.204,14.86134782,83.83339588,50.68070736,95,Clear,No,32.28,77.43,11.11,1.74,5.42,0.57,53.16275862,77.43,13.8875,6.775,28.5,77.43
06-05-2022,Electronic City,Hosur Road,14638,51.47407527,1.200555107,56.43564708,68.59240422,1,79.276,71.89671216,76.03452718,91.63785279,207,Overcast,No,32.54,78.15,12.94,1.95,5.47,0.79,53.60206897,78.15,16.175,6.8375,39.5,78.15
06-05-2022,Electronic City,Silk Board Junction,23124,41.89588962,1.201471029,83.68954057,100,6,96.248,17.84771079,88.3894877,99.63686522,107,Clear,No,43.76,105.01,13.01,1.8,5.45,0.97,72.56,103.6643624,16.2625,6.8125,48.5,103.6643624
06-05-2022,M.G. Road,Trinity Circle,34565,38.10479277,1.5,100,100,1,119.13,74.53493694,95.49940747,70.25732192,74,Clear,No,35.72,85.77,10.85,1.65,5.57,0.55,58.97517241,85.77,13.5625,6.9625,27.5,85.77
06-05-2022,M.G. Road,Anil Kumble Circle,38155,27.0875047,1.5,100,100,6,126.31,79.51056254,67.32662618,60.72469372,104,Windy,No,40.41,97.03,9.04,1.42,5.74,0.39,66.89965517,97.03,11.3,7.175,19.5,97.03
06-05-2022,Jayanagar,South End Circle,17842,45.79856836,1.378371145,59.62282043,93.47413879,0,85.684,60.11712329,79.31500488,81.34018151,100,Rain,No,30.72,73.74,8.66,1.23,5.56,0.36,500,73.74,10.825,6.95,18,500
